src_file,t0,t1,label,dest_wav
KP014_WWS_NB001_2.42-30.00.wav,8.500,10.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_8.50-10.50.wav
KP014_WWS_NB001_2.42-30.00.wav,9.000,11.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_9.00-11.00.wav
KP014_WWS_NB001_2.42-30.00.wav,9.500,11.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_9.50-11.50.wav
KP014_WWS_NB001_2.42-30.00.wav,10.000,12.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_10.00-12.00.wav
KP014_WWS_NB001_2.42-30.00.wav,10.500,12.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_10.50-12.50.wav
KP014_WWS_NB001_2.42-30.00.wav,11.000,13.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_11.00-13.00.wav
KP014_WWS_NB001_2.42-30.00.wav,11.500,13.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_11.50-13.50.wav
KP014_WWS_NB001_2.42-30.00.wav,12.000,14.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_12.00-14.00.wav
KP014_WWS_NB001_2.42-30.00.wav,12.500,14.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_12.50-14.50.wav
KP014_WWS_NB001_2.42-30.00.wav,13.000,15.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_13.00-15.00.wav
KP014_WWS_NB001_2.42-30.00.wav,13.500,15.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_13.50-15.50.wav
KP014_WWS_NB001_2.42-30.00.wav,14.000,16.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_14.00-16.00.wav
KP014_WWS_NB001_2.42-30.00.wav,14.500,16.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_14.50-16.50.wav
KP014_WWS_NB001_2.42-30.00.wav,15.000,17.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_15.00-17.00.wav
KP014_WWS_NB001_2.42-30.00.wav,15.500,17.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_15.50-17.50.wav
KP014_WWS_NB001_2.42-30.00.wav,16.000,18.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_16.00-18.00.wav
KP014_WWS_NB001_2.42-30.00.wav,16.500,18.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_16.50-18.50.wav
KP014_WWS_NB001_2.42-30.00.wav,17.000,19.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_17.00-19.00.wav
KP014_WWS_NB001_2.42-30.00.wav,17.500,19.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_17.50-19.50.wav
KP014_WWS_NB001_2.42-30.00.wav,18.000,20.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_18.00-20.00.wav
KP014_WWS_NB001_2.42-30.00.wav,18.500,20.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_18.50-20.50.wav
KP014_WWS_NB001_2.42-30.00.wav,19.000,21.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_19.00-21.00.wav
KP014_WWS_NB001_2.42-30.00.wav,19.500,21.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_19.50-21.50.wav
KP014_WWS_NB001_2.42-30.00.wav,20.000,22.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_20.00-22.00.wav
KP014_WWS_NB001_2.42-30.00.wav,20.500,22.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_20.50-22.50.wav
KP014_WWS_NB001_2.42-30.00.wav,21.000,23.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_21.00-23.00.wav
KP014_WWS_NB001_2.42-30.00.wav,21.500,23.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_21.50-23.50.wav
KP014_WWS_NB001_2.42-30.00.wav,22.000,24.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_22.00-24.00.wav
KP014_WWS_NB001_2.42-30.00.wav,22.500,24.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_22.50-24.50.wav
KP014_WWS_NB001_2.42-30.00.wav,23.000,25.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_23.00-25.00.wav
KP014_WWS_NB001_2.42-30.00.wav,23.500,25.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_23.50-25.50.wav
KP014_WWS_NB001_2.42-30.00.wav,24.000,26.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_24.00-26.00.wav
KP014_WWS_NB001_2.42-30.00.wav,24.500,26.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_24.50-26.50.wav
KP014_WWS_NB001_2.42-30.00.wav,25.000,27.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_25.00-27.00.wav
KP014_WWS_NB001_2.42-30.00.wav,25.500,27.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_25.50-27.50.wav
KP015_WWS_NB001_2.10-30.00.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_0.00-2.00.wav
KP015_WWS_NB001_2.10-30.00.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_0.50-2.50.wav
KP015_WWS_NB001_2.10-30.00.wav,1.000,3.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_1.00-3.00.wav
KP015_WWS_NB001_2.10-30.00.wav,1.500,3.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_1.50-3.50.wav
KP015_WWS_NB001_2.10-30.00.wav,2.000,4.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_2.00-4.00.wav
KP015_WWS_NB001_2.10-30.00.wav,2.500,4.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_2.50-4.50.wav
KP015_WWS_NB001_2.10-30.00.wav,3.000,5.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_3.00-5.00.wav
KP015_WWS_NB001_2.10-30.00.wav,3.500,5.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_3.50-5.50.wav
KP015_WWS_NB001_2.10-30.00.wav,4.000,6.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_4.00-6.00.wav
KP015_WWS_NB001_2.10-30.00.wav,4.500,6.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_4.50-6.50.wav
KP015_WWS_NB001_2.10-30.00.wav,5.000,7.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_5.00-7.00.wav
KP015_WWS_NB001_2.10-30.00.wav,5.500,7.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_5.50-7.50.wav
KP015_WWS_NB001_2.10-30.00.wav,6.000,8.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_6.00-8.00.wav
KP015_WWS_NB001_2.10-30.00.wav,6.500,8.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_6.50-8.50.wav
KP015_WWS_NB001_2.10-30.00.wav,7.000,9.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_7.00-9.00.wav
KP015_WWS_NB001_2.10-30.00.wav,7.500,9.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_7.50-9.50.wav
KP015_WWS_NB001_2.10-30.00.wav,8.000,10.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_8.00-10.00.wav
KP015_WWS_NB001_2.10-30.00.wav,8.500,10.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_8.50-10.50.wav
KP015_WWS_NB001_2.10-30.00.wav,9.000,11.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_9.00-11.00.wav
KP015_WWS_NB001_2.10-30.00.wav,9.500,11.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_9.50-11.50.wav
KP015_WWS_NB001_2.10-30.00.wav,10.000,12.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_10.00-12.00.wav
KP015_WWS_NB001_2.10-30.00.wav,10.500,12.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_10.50-12.50.wav
KP015_WWS_NB001_2.10-30.00.wav,11.000,13.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_11.00-13.00.wav
KP015_WWS_NB001_2.10-30.00.wav,11.500,13.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_11.50-13.50.wav
KP015_WWS_NB001_2.10-30.00.wav,12.000,14.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_12.00-14.00.wav
KP015_WWS_NB001_2.10-30.00.wav,12.500,14.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_12.50-14.50.wav
KP015_WWS_NB001_2.10-30.00.wav,13.000,15.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_13.00-15.00.wav
KP015_WWS_NB001_2.10-30.00.wav,13.500,15.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_13.50-15.50.wav
KP015_WWS_NB001_2.10-30.00.wav,14.000,16.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_14.00-16.00.wav
KP015_WWS_NB001_2.10-30.00.wav,14.500,16.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_14.50-16.50.wav
KP015_WWS_NB001_2.10-30.00.wav,15.000,17.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_15.00-17.00.wav
KP015_WWS_NB001_2.10-30.00.wav,15.500,17.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_15.50-17.50.wav
KP015_WWS_NB001_2.10-30.00.wav,16.000,18.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_16.00-18.00.wav
KP015_WWS_NB001_2.10-30.00.wav,16.500,18.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_16.50-18.50.wav
KP015_WWS_NB001_2.10-30.00.wav,17.000,19.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_17.00-19.00.wav
KP015_WWS_NB001_2.10-30.00.wav,17.500,19.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_17.50-19.50.wav
KP015_WWS_NB001_2.10-30.00.wav,18.000,20.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_18.00-20.00.wav
KP015_WWS_NB001_2.10-30.00.wav,18.500,20.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_18.50-20.50.wav
KP015_WWS_NB001_2.10-30.00.wav,19.000,21.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_19.00-21.00.wav
KP015_WWS_NB001_2.10-30.00.wav,19.500,21.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_19.50-21.50.wav
KP015_WWS_NB001_2.10-30.00.wav,20.000,22.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_20.00-22.00.wav
KP015_WWS_NB001_2.10-30.00.wav,20.500,22.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_20.50-22.50.wav
KP015_WWS_NB001_2.10-30.00.wav,21.000,23.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_21.00-23.00.wav
KP015_WWS_NB001_2.10-30.00.wav,21.500,23.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_21.50-23.50.wav
KP015_WWS_NB001_2.10-30.00.wav,22.000,24.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_22.00-24.00.wav
KP015_WWS_NB001_2.10-30.00.wav,22.500,24.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_22.50-24.50.wav
KP015_WWS_NB001_2.10-30.00.wav,23.000,25.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_23.00-25.00.wav
KP015_WWS_NB001_2.10-30.00.wav,23.500,25.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_23.50-25.50.wav
KP015_WWS_NB001_2.10-30.00.wav,24.000,26.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_24.00-26.00.wav
KP015_WWS_NB001_2.10-30.00.wav,24.500,26.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_24.50-26.50.wav
KP015_WWS_NB001_2.10-30.00.wav,25.000,27.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_25.00-27.00.wav
KP015_WWS_NB001_2.10-30.00.wav,25.500,27.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP015_WWS_NB001_2.10-30.00_25.50-27.50.wav
KP016_WWS_NB002_3.48-6.46.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP016_WWS_NB002_3.48-6.46_0.00-2.00.wav
KP016_WWS_NB002_3.48-6.46.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP016_WWS_NB002_3.48-6.46_0.50-2.50.wav
KP016_WWS_NB010_23.64-25.84.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP016_WWS_NB010_23.64-25.84_0.00-2.00.wav
KP018_WWS_NB002_3.72-5.78.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP018_WWS_NB002_3.72-5.78_0.00-2.00.wav
KP018_WWS_NB006_14.05-16.07.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP018_WWS_NB006_14.05-16.07_0.00-2.00.wav
KP019_WWS_1_NB000_1.96-5.39.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP019_WWS_1_NB000_1.96-5.39_0.00-2.00.wav
KP019_WWS_1_NB000_1.96-5.39.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP019_WWS_1_NB000_1.96-5.39_0.50-2.50.wav
KP019_WWS_1_NB000_1.96-5.39.wav,1.000,3.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP019_WWS_1_NB000_1.96-5.39_1.00-3.00.wav
