src_file,t0,t1,label,best_overlap_sec,overlap_detail_json,dest_wav
KP018_WWS.wav,11.000,13.000,Crackle,1.710,"{""Non-breathing"": 0.28999999999999915, ""Crackle"": 1.7100000000000009}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_11.00-13.00.wav
KP018_WWS.wav,11.500,13.500,Crackle,1.840,"{""Crackle"": 1.8400000000000016, ""Non-breathing"": 0.15999999999999837}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_11.50-13.50.wav
KP018_WWS.wav,12.000,14.000,Crackle,1.840,"{""Crackle"": 1.8400000000000016, ""Non-breathing"": 0.15999999999999837}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_12.00-14.00.wav
KP018_WWS.wav,12.500,14.500,Crackle,1.390,"{""Crackle"": 1.3900000000000023, ""Non-breathing"": 0.6099999999999977}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_12.50-14.50.wav
KP018_WWS.wav,13.000,15.000,Non-breathing,0.950,"{""Crackle"": 1.0500000000000007, ""Non-breathing"": 0.9499999999999993}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_13.00-15.00.wav
KP018_WWS.wav,13.500,15.500,Non-breathing,1.450,"{""Crackle"": 0.5500000000000007, ""Non-breathing"": 1.4499999999999993}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_13.50-15.50.wav
KP018_WWS.wav,14.000,16.000,Non-breathing,1.950,"{""Crackle"": 0.05000000000000071, ""Non-breathing"": 1.9499999999999993}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_14.00-16.00.wav
KP018_WWS.wav,14.500,16.500,Non-breathing,1.570,"{""Non-breathing"": 1.5700000000000003, ""Crackle"": 0.4299999999999997}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_14.50-16.50.wav
KP018_WWS.wav,15.000,17.000,Non-breathing,1.070,"{""Non-breathing"": 1.0700000000000003, ""Crackle"": 0.9299999999999997}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_15.00-17.00.wav
KP018_WWS.wav,15.500,17.500,Crackle,1.430,"{""Non-breathing"": 0.5700000000000003, ""Crackle"": 1.4299999999999997}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_15.50-17.50.wav
KP018_WWS.wav,16.000,18.000,Crackle,1.930,"{""Non-breathing"": 0.07000000000000028, ""Crackle"": 1.9299999999999997}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_16.00-18.00.wav
KP018_WWS.wav,16.500,18.500,Crackle,1.810,"{""Crackle"": 1.8100000000000023, ""Non-breathing"": 0.18999999999999773}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_16.50-18.50.wav
KP018_WWS.wav,17.000,19.000,Crackle,1.810,"{""Crackle"": 1.8100000000000023, ""Non-breathing"": 0.18999999999999773}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_17.00-19.00.wav
KP018_WWS.wav,17.500,19.500,Crackle,1.530,"{""Crackle"": 1.5300000000000011, ""Non-breathing"": 0.46999999999999886}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_17.50-19.50.wav
KP018_WWS.wav,18.000,20.000,Non-breathing,0.970,"{""Crackle"": 1.0300000000000011, ""Non-breathing"": 0.9699999999999989}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_18.00-20.00.wav
KP018_WWS.wav,18.500,20.500,Non-breathing,1.280,"{""Crackle"": 0.7199999999999989, ""Non-breathing"": 1.2800000000000011}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_18.50-20.50.wav
KP018_WWS.wav,19.000,21.000,Non-breathing,1.570,"{""Crackle"": 0.4299999999999997, ""Non-breathing"": 1.5700000000000003}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_19.00-21.00.wav
KP018_WWS.wav,19.500,21.500,Non-breathing,1.290,"{""Non-breathing"": 1.2899999999999991, ""Crackle"": 0.7100000000000009}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_19.50-21.50.wav
KP018_WWS.wav,20.000,22.000,Non-breathing,0.790,"{""Non-breathing"": 0.7899999999999991, ""Crackle"": 1.2100000000000009}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_20.00-22.00.wav
KP018_WWS.wav,20.500,22.500,Crackle,1.710,"{""Non-breathing"": 0.28999999999999915, ""Crackle"": 1.7100000000000009}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_20.50-22.50.wav
KP018_WWS.wav,21.000,23.000,Crackle,1.810,"{""Crackle"": 1.8099999999999987, ""Non-breathing"": 0.19000000000000128}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_21.00-23.00.wav
KP018_WWS.wav,21.500,23.500,Crackle,1.810,"{""Crackle"": 1.8099999999999987, ""Non-breathing"": 0.19000000000000128}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_21.50-23.50.wav
KP018_WWS.wav,22.000,24.000,Crackle,1.810,"{""Crackle"": 1.8099999999999987, ""Non-breathing"": 0.19000000000000128}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_22.00-24.00.wav
KP018_WWS.wav,22.500,24.500,Crackle,1.570,"{""Crackle"": 1.5700000000000003, ""Non-breathing"": 0.4299999999999997}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_22.50-24.50.wav
KP018_WWS.wav,23.000,25.000,Non-breathing,0.740,"{""Crackle"": 1.2600000000000016, ""Non-breathing"": 0.7399999999999984}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_23.00-25.00.wav
KP018_WWS.wav,23.500,25.500,Non-breathing,1.220,"{""Crackle"": 0.7800000000000011, ""Non-breathing"": 1.2199999999999989}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_23.50-25.50.wav
KP018_WWS.wav,24.000,26.000,Non-breathing,1.220,"{""Crackle"": 0.7800000000000011, ""Non-breathing"": 1.2199999999999989}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_24.00-26.00.wav
KP018_WWS.wav,24.500,26.500,Non-breathing,0.980,"{""Non-breathing"": 0.9800000000000004, ""Crackle"": 1.0199999999999996}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_24.50-26.50.wav
KP018_WWS.wav,25.000,27.000,Crackle,1.520,"{""Non-breathing"": 0.4800000000000004, ""Crackle"": 1.5199999999999996}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_25.00-27.00.wav
KP018_WWS.wav,25.500,27.500,Crackle,1.900,"{""Crackle"": 1.8999999999999986, ""Non-breathing"": 0.10000000000000142}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_25.50-27.50.wav
KP018_WWS.wav,26.000,28.000,Crackle,1.770,"{""Crackle"": 1.7699999999999996, ""Non-breathing"": 0.23000000000000043}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_26.00-28.00.wav
KP018_WWS.wav,26.500,28.500,Crackle,1.770,"{""Crackle"": 1.7699999999999996, ""Non-breathing"": 0.23000000000000043}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_26.50-28.50.wav
KP018_WWS.wav,27.000,29.000,Crackle,1.390,"{""Crackle"": 1.3900000000000006, ""Non-breathing"": 0.6099999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP018_WWS_27.00-29.00.wav
KP018_WWS.wav,27.500,29.500,Non-breathing,1.010,"{""Non-breathing"": 1.009999999999998, ""Crackle"": 0.990000000000002}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_27.50-29.50.wav
KP018_WWS.wav,28.000,30.000,Non-breathing,1.380,"{""Crackle"": 0.620000000000001, ""Non-breathing"": 1.379999999999999}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_28.00-30.00.wav
KP018_WWS.wav,28.500,30.500,Non-breathing,1.380,"{""Crackle"": 0.120000000000001, ""Non-breathing"": 1.379999999999999}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_28.50-30.50.wav
KP018_WWS.wav,29.000,31.000,Non-breathing,1.000,"{""Non-breathing"": 1.0}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_29.00-31.00.wav
KP018_WWS.wav,29.500,31.500,Non-breathing,0.500,"{""Non-breathing"": 0.5}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP018_WWS_29.50-31.50.wav
KP019_WWS_1.wav,0.000,2.000,Crackle,1.960,"{""Crackle"": 1.96, ""Non-breathing"": 0.040000000000000036}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_0.00-2.00.wav
KP019_WWS_1.wav,0.500,2.500,Crackle,1.460,"{""Crackle"": 1.46, ""Non-breathing"": 0.54}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_0.50-2.50.wav
KP019_WWS_1.wav,1.000,3.000,Non-breathing,1.040,"{""Crackle"": 0.96, ""Non-breathing"": 1.04}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_1.00-3.00.wav
KP019_WWS_1.wav,1.500,3.500,Non-breathing,1.540,"{""Crackle"": 0.45999999999999996, ""Non-breathing"": 1.54}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_1.50-3.50.wav
KP019_WWS_1.wav,2.000,4.000,Non-breathing,2.000,"{""Non-breathing"": 2.0}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_2.00-4.00.wav
KP019_WWS_1.wav,2.500,4.500,Non-breathing,2.000,"{""Non-breathing"": 2.0}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_2.50-4.50.wav
KP019_WWS_1.wav,3.000,5.000,Non-breathing,2.000,"{""Non-breathing"": 2.0}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_3.00-5.00.wav
KP019_WWS_1.wav,3.500,5.500,Non-breathing,1.890,"{""Non-breathing"": 1.8899999999999997, ""Crackle"": 0.11000000000000032}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_3.50-5.50.wav
KP019_WWS_1.wav,4.000,6.000,Non-breathing,1.390,"{""Non-breathing"": 1.3899999999999997, ""Crackle"": 0.6100000000000003}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_4.00-6.00.wav
KP019_WWS_1.wav,4.500,6.500,Non-breathing,0.890,"{""Non-breathing"": 0.8899999999999997, ""Crackle"": 1.1100000000000003}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_4.50-6.50.wav
KP019_WWS_1.wav,5.000,7.000,Crackle,1.610,"{""Non-breathing"": 0.3899999999999997, ""Crackle"": 1.6100000000000003}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_5.00-7.00.wav
KP019_WWS_1.wav,5.500,7.500,Crackle,2.000,"{""Crackle"": 2.0}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_5.50-7.50.wav
KP019_WWS_1.wav,6.000,8.000,Crackle,1.800,"{""Crackle"": 1.7999999999999998, ""Non-breathing"": 0.20000000000000018}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_6.00-8.00.wav
KP019_WWS_1.wav,6.500,8.500,Non-breathing,0.700,"{""Crackle"": 1.2999999999999998, ""Non-breathing"": 0.7000000000000002}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_6.50-8.50.wav
KP019_WWS_1.wav,7.000,9.000,Non-breathing,1.200,"{""Crackle"": 0.7999999999999998, ""Non-breathing"": 1.2000000000000002}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_7.00-9.00.wav
KP019_WWS_1.wav,7.500,9.500,Non-breathing,1.340,"{""Crackle"": 0.6599999999999993, ""Non-breathing"": 1.3400000000000007}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_7.50-9.50.wav
KP019_WWS_1.wav,8.000,10.000,Non-breathing,1.140,"{""Non-breathing"": 1.1400000000000006, ""Crackle"": 0.8599999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_8.00-10.00.wav
KP019_WWS_1.wav,8.500,10.500,Crackle,1.360,"{""Non-breathing"": 0.6400000000000006, ""Crackle"": 1.3599999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_8.50-10.50.wav
KP019_WWS_1.wav,9.000,11.000,Crackle,1.860,"{""Non-breathing"": 0.14000000000000057, ""Crackle"": 1.8599999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_9.00-11.00.wav
KP019_WWS_1.wav,9.500,11.500,Crackle,2.000,"{""Crackle"": 2.0}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_9.50-11.50.wav
KP019_WWS_1.wav,10.000,12.000,Crackle,1.520,"{""Crackle"": 1.5199999999999996, ""Non-breathing"": 0.4800000000000004}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_10.00-12.00.wav
KP019_WWS_1.wav,10.500,12.500,Non-breathing,0.980,"{""Crackle"": 1.0199999999999996, ""Non-breathing"": 0.9800000000000004}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_10.50-12.50.wav
KP019_WWS_1.wav,11.000,13.000,Non-breathing,1.480,"{""Crackle"": 0.5199999999999996, ""Non-breathing"": 1.4800000000000004}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_11.00-13.00.wav
KP019_WWS_1.wav,11.500,13.500,Non-breathing,1.980,"{""Crackle"": 0.019999999999999574, ""Non-breathing"": 1.9800000000000004}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_11.50-13.50.wav
KP019_WWS_1.wav,12.000,14.000,Non-breathing,2.000,"{""Non-breathing"": 2.0}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_12.00-14.00.wav
KP019_WWS_1.wav,12.500,14.500,Non-breathing,1.870,"{""Non-breathing"": 1.8699999999999992, ""Crackle"": 0.13000000000000078}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_12.50-14.50.wav
KP019_WWS_1.wav,13.000,15.000,Non-breathing,1.370,"{""Non-breathing"": 1.3699999999999992, ""Crackle"": 0.6300000000000008}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_13.00-15.00.wav
KP019_WWS_1.wav,13.500,15.500,Non-breathing,0.870,"{""Non-breathing"": 0.8699999999999992, ""Crackle"": 1.1300000000000008}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_13.50-15.50.wav
KP019_WWS_1.wav,14.000,16.000,Crackle,1.630,"{""Non-breathing"": 0.3699999999999992, ""Crackle"": 1.6300000000000008}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_14.00-16.00.wav
KP019_WWS_1.wav,14.500,16.500,Crackle,1.640,"{""Crackle"": 1.6400000000000006, ""Non-breathing"": 0.35999999999999943}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_14.50-16.50.wav
KP019_WWS_1.wav,15.000,17.000,Non-breathing,0.860,"{""Crackle"": 1.1400000000000006, ""Non-breathing"": 0.8599999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_15.00-17.00.wav
KP019_WWS_1.wav,15.500,17.500,Non-breathing,1.360,"{""Crackle"": 0.6400000000000006, ""Non-breathing"": 1.3599999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_15.50-17.50.wav
KP019_WWS_1.wav,16.000,18.000,Non-breathing,1.860,"{""Crackle"": 0.14000000000000057, ""Non-breathing"": 1.8599999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_16.00-18.00.wav
KP019_WWS_1.wav,16.500,18.500,Non-breathing,1.950,"{""Non-breathing"": 1.9499999999999993, ""Crackle"": 0.05000000000000071}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_16.50-18.50.wav
KP019_WWS_1.wav,17.000,19.000,Non-breathing,1.450,"{""Non-breathing"": 1.4499999999999993, ""Crackle"": 0.5500000000000007}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_17.00-19.00.wav
KP019_WWS_1.wav,17.500,19.500,Non-breathing,0.950,"{""Non-breathing"": 0.9499999999999993, ""Crackle"": 1.0500000000000007}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_17.50-19.50.wav
KP019_WWS_1.wav,18.000,20.000,Crackle,1.550,"{""Non-breathing"": 0.4499999999999993, ""Crackle"": 1.5500000000000007}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_18.00-20.00.wav
KP019_WWS_1.wav,18.500,20.500,Crackle,2.000,"{""Crackle"": 2.0}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_18.50-20.50.wav
KP019_WWS_1.wav,19.000,21.000,Crackle,2.000,"{""Crackle"": 2.0}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_19.00-21.00.wav
KP019_WWS_1.wav,19.500,21.500,Crackle,1.640,"{""Crackle"": 1.6400000000000006, ""Non-breathing"": 0.35999999999999943}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP019_WWS_1_19.50-21.50.wav
KP019_WWS_1.wav,20.000,22.000,Non-breathing,0.860,"{""Crackle"": 1.1400000000000006, ""Non-breathing"": 0.8599999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_20.00-22.00.wav
KP019_WWS_1.wav,20.500,22.500,Non-breathing,1.360,"{""Crackle"": 0.6400000000000006, ""Non-breathing"": 1.3599999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_20.50-22.50.wav
KP019_WWS_1.wav,21.000,23.000,Non-breathing,1.740,"{""Crackle"": 0.26000000000000156, ""Non-breathing"": 1.7399999999999984}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_21.00-23.00.wav
KP019_WWS_1.wav,21.500,23.500,Non-breathing,1.380,"{""Non-breathing"": 1.379999999999999, ""Crackle"": 0.620000000000001}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP019_WWS_1_21.50-23.50.wav
